student_id,persona,age,sleep_hours,study_hours,exercise_days,social_hours,screen_time_hours,commute_minutes,part_time_hours,caffeine_intake,mindfulness_minutes,financial_stress_score,academic_pressure_score,family_support_score,peer_support_score,self_efficacy_score,weekly_meals,home_noise_score,internet_speed,assignment_load,class_attendance,sleep_quality_score,appetite_change,headaches_per_week,anxiety_score,depression_score,monthly_income,monthly_expenses,extracurricular_hours,course_difficulty,gpa,major,housing_type,relationship_status,transportation_mode,part_time_job,study_location,club_membership,diet_type,scholarship_status,social_media_minutes,gaming_hours,Stress_Level
STU-01472,Social Butterfly,22,5.93,7.06,4.59,3.89,4.78,22.89,4.51,2.69,6.72,2.19,5.93,6.59,5.75,7.36,18,4,99,5.22,85,4,0,3,8,1,2292,533,8.13,6,4.0,Computer Science,Apartment,In Relationship,Walk,Yes,Dorm Room,No,Vegetarian,No,168,0.53,High
STU-01473,Social Butterfly,17,7.07,4.75,3.91,4.27,6.55,25.15,7.3,1.25,9.38,1.41,4.23,6.12,5.89,6.72,12,3,124,6.06,84,7,4,2,3,2,1310,1202,6.24,9,3.0,Business,Apartment,Single,Walk,Yes,Dorm Room,No,Fast Food,No,111,1.47,Low
STU-01474,Average,22,6.7,5.04,3.85,0.69,4.95,9.47,0.25,1.34,12.13,4.25,6.12,5.01,5.54,8.07,19,3,92,4.33,91,10,1,3,6,3,1174,3335,6.19,8,3.09,Psychology,Apartment,Single,Bus,Yes,Library,No,Balanced,Yes,48,1.66,Moderate
STU-01475,Struggling,22,4.0,2.3,2.34,3.53,6.41,26.12,10.47,4.86,4.19,7.01,6.35,3.05,4.33,5.46,15,4,65,6.46,75,6,0,2,4,3,3228,2912,6.61,7,3.89,Computer Science,Family Home,Single,Walk,No,Cafe,No,Fast Food,Yes,97,2.17,High
STU-01476,Social Butterfly,18,5.53,2.52,3.88,3.71,5.24,24.71,6.43,3.4,11.75,2.43,6.44,8.84,5.1,5.17,6,1,125,5.27,76,6,6,2,8,1,3114,1207,2.81,4,3.04,Engineering,Dorm,Single,Walk,No,Library,No,Vegetarian,No,103,0.95,High
STU-01477,Athlete,20,6.91,2.79,6.41,2.67,4.63,23.31,0.0,1.91,6.07,2.18,4.86,6.69,6.88,7.83,7,4,90,3.54,88,8,1,3,7,4,699,3108,5.13,6,3.26,Engineering,Dorm,Single,Walk,No,Home,No,Balanced,No,143,3.03,Moderate
STU-01478,Social Butterfly,22,6.11,5.72,3.34,5.28,4.69,22.32,5.53,2.27,15.98,3.32,4.22,6.6,6.39,4.77,17,3,87,5.78,91,9,2,1,5,1,2576,652,1.48,9,2.16,Computer Science,Dorm,Single,Walk,Yes,Cafe,No,High Protein,Yes,140,2.04,Moderate
STU-01479,Athlete,20,7.31,2.92,6.05,4.93,5.3,28.06,0.0,2.45,4.66,4.04,4.97,5.18,5.79,9.15,11,1,74,4.7,96,6,0,2,6,4,2244,300,1.55,6,3.77,Business,Dorm,In Relationship,Bus,No,Library,No,Balanced,No,173,1.35,Moderate
STU-01480,Working Student,20,5.74,5.07,2.33,0.14,4.43,26.44,20.92,0.0,9.12,7.32,7.1,4.88,2.86,5.27,18,2,145,7.22,77,7,3,1,3,7,3143,1336,2.79,3,4.0,Arts,Dorm,In Relationship,Car,No,Library,Yes,Vegetarian,No,135,0.89,High
STU-01481,Athlete,22,6.86,4.89,5.22,2.25,2.21,32.57,0.0,1.29,13.31,1.4,4.66,6.61,5.94,7.4,13,3,68,4.04,86,5,3,0,6,1,2736,2034,6.73,4,3.1,Computer Science,Apartment,In Relationship,Bus,No,Library,No,Balanced,No,115,0.0,Moderate
STU-01482,Social Butterfly,21,7.71,4.92,4.47,4.91,4.6,8.21,4.27,2.78,8.59,4.05,7.44,3.87,6.32,6.92,15,1,71,2.79,75,8,2,3,6,1,1952,490,5.1,7,3.09,Psychology,Apartment,Single,Bike,Yes,Library,No,Balanced,No,100,3.43,Moderate
STU-01483,Athlete,23,5.16,4.97,7.0,2.75,4.0,37.01,0.0,0.0,19.19,1.0,4.73,4.4,5.59,6.94,16,5,56,5.59,84,6,4,3,1,3,1127,1296,4.21,7,2.57,Business,Apartment,Single,Walk,Yes,Cafe,No,Balanced,Yes,98,0.8,High
STU-01484,Topper,21,5.89,6.25,0.0,4.05,6.43,13.73,0.0,1.29,8.91,2.32,5.76,7.2,6.57,7.14,12,4,134,2.39,77,4,1,1,4,3,1675,2491,2.46,8,4.0,Biology,Family Home,In Relationship,Walk,No,Cafe,No,Balanced,Yes,99,2.38,High
STU-01485,Athlete,21,7.35,3.85,5.45,3.91,3.44,13.36,0.0,1.2,16.51,1.65,4.83,7.8,7.83,6.66,15,2,97,6.04,95,6,2,1,2,3,2044,2105,4.33,7,1.92,Psychology,Family Home,Single,Bus,No,Library,No,High Protein,No,30,1.82,Moderate
STU-01486,Average,17,6.41,4.5,2.68,1.83,4.68,16.96,4.73,2.59,12.67,4.13,7.11,7.43,2.7,7.24,16,3,79,4.03,70,8,3,2,6,5,200,1775,3.97,7,3.29,Engineering,Dorm,In Relationship,Bike,Yes,Home,No,Balanced,Yes,115,0.68,Moderate
STU-01487,Working Student,22,7.16,6.66,0.92,3.15,4.62,49.69,19.97,1.68,4.36,5.71,5.66,4.97,4.83,4.88,12,4,108,4.78,78,5,6,1,5,4,1201,998,3.89,4,3.29,Arts,Dorm,Single,Car,No,Cafe,Yes,High Protein,No,30,2.97,Moderate
STU-01488,Working Student,22,5.34,4.82,3.54,2.18,5.1,43.52,3.77,0.92,12.03,6.55,6.16,3.68,4.83,4.91,9,5,73,5.59,64,5,3,3,4,2,1823,1954,1.21,6,3.58,Engineering,Apartment,Single,Car,No,Cafe,No,High Protein,No,156,3.03,High
STU-01489,Athlete,21,5.64,6.78,5.03,6.34,4.63,23.33,0.0,0.98,10.78,3.2,5.39,5.93,7.0,8.34,17,4,103,2.93,87,4,3,2,6,6,2197,1127,0.0,7,3.12,Psychology,Apartment,Single,Car,No,Home,No,High Protein,Yes,121,1.43,Moderate
STU-01490,Social Butterfly,20,4.82,3.56,1.08,5.3,5.21,12.72,0.0,0.23,5.41,2.96,6.51,4.27,4.04,4.02,14,1,46,6.11,95,7,2,4,3,2,1317,2650,5.69,7,3.36,Arts,Dorm,Single,Walk,Yes,Home,No,Vegetarian,No,131,0.44,Moderate
STU-01491,Social Butterfly,17,6.65,5.03,2.05,4.15,5.19,9.6,1.63,1.48,11.38,1.37,5.6,6.05,6.99,6.06,13,4,116,3.59,80,2,1,3,1,4,2088,1128,3.3,8,3.63,Engineering,Family Home,Single,Walk,Yes,Library,No,High Protein,Yes,140,0.0,Low
STU-01492,Average,22,8.53,4.88,3.39,3.71,6.43,10.71,3.5,1.74,14.33,4.76,5.24,6.95,3.83,6.4,8,2,150,5.72,80,7,2,0,1,3,1535,1352,6.14,8,3.52,Business,Apartment,Single,Bus,Yes,Dorm Room,No,High Protein,No,297,3.35,Moderate
STU-01493,Working Student,18,5.18,3.09,0.79,2.18,5.3,49.3,11.97,2.98,9.07,6.9,6.29,7.93,3.86,4.87,14,4,96,5.93,82,7,2,4,5,3,2919,300,2.02,6,2.61,Psychology,Apartment,Single,Bus,No,Cafe,Yes,High Protein,Yes,199,0.63,High
STU-01494,Average,21,6.86,3.95,1.7,6.64,4.85,15.72,4.96,0.73,7.71,4.69,4.38,4.4,5.34,6.54,18,4,103,4.17,85,4,3,2,4,4,1358,1260,2.41,9,3.09,Engineering,Family Home,In Relationship,Car,Yes,Cafe,No,Balanced,No,110,1.07,Moderate
STU-01495,Athlete,22,6.96,2.77,6.75,2.69,4.12,28.52,0.0,1.66,3.66,3.1,5.34,5.2,5.2,6.71,16,2,96,2.69,88,3,2,3,4,4,2021,636,1.9,5,3.13,Computer Science,Apartment,Single,Walk,No,Dorm Room,No,Vegetarian,No,182,3.15,Moderate
STU-01496,Struggling,22,4.78,1.66,3.03,1.29,5.84,38.13,14.96,1.15,9.32,6.99,7.31,3.77,3.78,2.27,15,3,81,8.29,66,6,3,1,2,5,832,2336,3.74,8,3.92,Business,Apartment,Single,Walk,No,Cafe,Yes,Vegetarian,No,76,1.22,High
STU-01497,Social Butterfly,23,5.52,5.73,1.74,2.95,4.48,13.32,6.18,1.83,14.54,3.5,4.97,5.38,7.24,5.75,18,2,91,5.9,92,8,2,2,2,3,3836,929,3.26,4,2.83,Engineering,Dorm,Single,Bus,Yes,Home,Yes,Balanced,No,58,1.17,High
STU-01498,Average,25,6.41,2.5,2.21,3.8,5.75,7.98,0.0,1.84,8.72,2.66,4.54,5.52,6.06,3.08,14,4,101,8.24,81,6,4,2,7,5,1929,1592,3.98,6,2.78,Computer Science,Family Home,Single,Bus,No,Cafe,No,Balanced,No,117,3.48,High
STU-01499,Topper,21,7.58,6.32,3.0,4.26,5.64,11.29,0.0,0.46,19.66,2.9,4.62,6.79,4.38,8.37,13,3,76,5.95,91,4,2,0,4,5,1973,1904,6.83,5,2.98,Computer Science,Dorm,Single,Bus,Yes,Dorm Room,Yes,Fast Food,Yes,257,2.78,Low
STU-01500,Topper,23,6.7,5.8,6.67,1.54,5.06,21.33,0.0,0.14,39.67,2.75,4.58,5.4,4.09,8.34,11,3,75,5.7,92,8,3,1,1,3,2266,1676,0.39,6,2.7,Computer Science,Family Home,Single,Bus,Yes,Dorm Room,No,Fast Food,Yes,78,0.0,Moderate
STU-01501,Average,22,5.82,5.51,3.38,6.78,4.46,17.91,5.3,1.62,3.66,5.02,7.52,6.18,4.15,6.05,11,3,95,6.35,94,8,1,3,3,3,1787,1695,6.73,7,2.61,Engineering,Dorm,Single,Car,No,Home,Yes,Balanced,No,164,2.66,High
STU-01502,Social Butterfly,20,5.41,5.42,0.54,2.74,5.34,14.07,3.86,1.41,5.33,1.0,6.44,5.79,6.24,6.12,14,3,85,5.06,77,10,3,3,7,3,1636,1602,3.7,8,2.79,Business,Apartment,Single,Walk,Yes,Dorm Room,Yes,High Protein,No,50,0.84,High
STU-01503,Athlete,17,6.59,5.36,5.5,4.02,6.18,16.36,0.0,2.41,13.05,1.16,6.24,7.39,7.01,6.73,17,2,111,3.81,74,5,3,2,5,3,1990,2038,9.69,5,3.71,Business,Family Home,Single,Bike,No,Dorm Room,No,Balanced,No,86,0.94,Moderate
STU-01504,Athlete,20,6.29,3.9,5.5,3.19,4.92,41.09,0.0,1.59,10.62,2.75,4.26,7.68,3.15,5.32,17,5,134,4.57,89,3,2,2,3,3,2909,2620,5.05,6,3.56,Business,Apartment,Single,Walk,No,Dorm Room,Yes,High Protein,No,60,2.4,Moderate
STU-01505,Social Butterfly,20,6.49,6.82,3.64,3.07,6.03,14.94,4.46,0.0,16.89,2.5,5.35,4.33,6.03,6.29,10,3,83,7.09,79,7,0,2,5,4,1693,2812,3.71,7,3.04,Engineering,Family Home,Single,Bus,No,Library,Yes,Vegetarian,No,58,3.59,High
STU-01506,Social Butterfly,18,6.54,5.8,3.61,3.26,4.55,11.4,4.66,2.34,0.54,4.33,5.01,5.89,4.42,5.4,20,2,90,4.31,100,7,2,3,5,3,1685,523,3.7,5,3.36,Arts,Family Home,Single,Walk,Yes,Dorm Room,No,High Protein,No,30,5.49,High
STU-01507,Working Student,18,5.64,4.89,2.57,2.49,5.68,47.97,21.62,0.0,7.97,6.33,5.02,3.52,6.6,4.66,13,2,100,6.42,94,5,3,0,1,6,2795,1911,6.98,4,4.0,Arts,Apartment,Single,Bus,No,Dorm Room,Yes,High Protein,No,118,3.15,High
STU-01508,Topper,24,5.42,2.75,3.07,3.96,5.69,30.87,0.0,1.35,19.94,4.64,3.72,6.2,7.53,8.76,18,3,78,5.91,83,9,1,1,6,2,766,2407,2.21,6,3.21,Business,Family Home,Single,Walk,No,Library,No,High Protein,No,133,1.05,High
STU-01509,Topper,19,6.85,7.55,0.12,4.74,4.15,5.0,0.0,0.7,9.66,5.24,6.2,6.81,6.57,7.82,9,7,91,7.35,85,7,0,0,6,4,1323,300,3.46,6,2.66,Engineering,Apartment,Single,Walk,Yes,Home,Yes,Balanced,No,156,4.03,High
STU-01510,Struggling,20,4.0,4.58,1.1,2.84,8.3,22.52,10.3,2.64,11.62,8.9,6.34,3.15,3.24,3.24,13,2,91,7.84,78,5,0,1,3,6,2561,2509,6.62,2,2.77,Computer Science,Apartment,Single,Bus,No,Dorm Room,No,High Protein,No,126,3.25,High
STU-01511,Average,17,7.38,5.69,2.23,4.93,5.34,18.29,3.95,2.51,15.25,4.9,5.65,7.38,6.81,5.15,13,2,63,8.98,96,8,3,1,2,3,1152,2100,4.83,8,3.32,Nursing,Apartment,Married,Bike,No,Library,No,Balanced,No,30,1.95,High
STU-01512,Athlete,22,7.29,4.27,5.07,3.61,4.91,20.51,0.0,2.17,13.45,5.32,4.85,8.11,6.01,6.01,12,6,85,6.1,83,4,3,1,5,4,1968,2754,5.06,6,3.02,Computer Science,Dorm,Single,Walk,No,Cafe,No,High Protein,No,161,4.31,High
STU-01513,Struggling,20,4.42,2.27,0.14,2.08,7.62,42.66,5.77,2.07,2.78,5.79,7.1,4.03,3.45,2.49,17,3,100,8.63,74,7,1,4,5,2,1005,2993,4.14,5,2.93,Psychology,Dorm,Single,Walk,No,Library,No,Fast Food,No,174,0.0,High
STU-01514,Topper,26,6.48,7.55,2.82,2.61,4.22,21.29,0.0,1.19,17.36,1.19,6.19,8.23,7.68,8.31,12,1,113,3.43,86,10,3,2,1,2,2552,562,5.39,4,2.89,Computer Science,Apartment,In Relationship,Car,No,Dorm Room,No,Vegetarian,No,116,2.53,Low
STU-01515,Social Butterfly,21,7.5,5.21,1.99,3.74,3.08,32.37,6.69,0.85,16.59,4.51,5.69,6.57,6.54,6.7,14,3,76,6.68,98,4,2,1,5,4,1921,1186,3.46,5,2.34,Computer Science,Dorm,Single,Bus,Yes,Dorm Room,Yes,Vegetarian,Yes,177,2.45,Low
STU-01516,Athlete,22,4.77,3.64,6.57,2.58,5.94,24.38,0.0,2.44,4.71,3.69,4.95,6.41,6.01,7.01,5,5,57,6.33,79,5,3,2,5,4,1674,1343,5.78,5,3.26,Computer Science,Dorm,Single,Walk,Yes,Cafe,No,Vegetarian,Yes,138,2.78,High
STU-01517,Athlete,21,6.54,5.9,5.41,3.97,4.68,14.82,0.0,0.74,20.6,1.0,3.15,5.76,6.82,7.31,18,2,113,2.21,79,6,0,2,3,5,2582,1127,3.73,6,3.88,Computer Science,Apartment,Single,Car,Yes,Library,Yes,Fast Food,Yes,297,3.91,Low
STU-01518,Topper,22,6.69,5.17,0.97,2.98,3.48,20.27,0.0,1.33,15.43,1.0,5.63,7.6,5.53,8.28,10,1,86,3.85,83,7,2,4,5,4,1014,300,8.85,7,4.0,Engineering,Dorm,Single,Bus,Yes,Library,No,Balanced,Yes,72,0.74,Moderate
STU-01519,Topper,20,7.74,7.62,2.36,1.64,4.02,13.01,0.0,1.52,27.02,2.42,5.19,6.11,5.22,8.45,10,2,74,5.55,89,5,4,4,5,4,1347,1587,1.85,8,3.13,Computer Science,Apartment,In Relationship,Car,No,Dorm Room,No,Fast Food,No,72,0.0,Low
STU-01520,Working Student,20,7.31,6.8,3.18,3.21,2.97,67.11,19.96,0.79,18.75,6.14,7.32,4.56,5.48,6.49,17,5,94,6.31,78,5,1,1,7,4,1716,1415,1.93,4,3.28,Nursing,Dorm,Single,Bus,Yes,Home,No,High Protein,No,191,4.2,High
STU-01521,Working Student,25,8.11,2.44,1.41,2.9,5.58,14.76,13.25,2.24,7.13,7.29,8.55,3.26,7.58,8.05,9,1,80,4.57,83,8,2,2,4,4,3522,300,4.54,7,3.15,Business,Apartment,In Relationship,Walk,No,Dorm Room,No,Balanced,No,83,3.98,High
STU-01522,Social Butterfly,23,7.29,2.92,3.41,5.36,4.94,33.5,0.0,0.0,18.39,2.28,5.56,4.64,6.91,6.64,14,1,86,5.93,80,6,2,3,5,6,1719,2309,1.94,7,3.37,Engineering,Dorm,Single,Car,Yes,Dorm Room,Yes,Vegetarian,No,122,3.65,Moderate
STU-01523,Topper,23,5.96,4.76,2.97,3.11,3.18,22.48,0.0,0.81,17.86,3.3,4.6,8.46,8.52,9.35,19,5,105,4.03,87,8,0,3,3,2,2498,1796,3.58,4,2.45,Computer Science,Dorm,Single,Bus,No,Home,Yes,Fast Food,No,131,1.0,Moderate
STU-01524,Topper,23,6.3,6.44,3.78,2.26,5.15,28.74,0.0,1.27,16.33,2.09,6.74,6.0,7.49,6.91,11,5,107,4.15,89,6,2,1,8,1,436,1518,0.13,5,2.88,Psychology,Dorm,Single,Walk,Yes,Cafe,Yes,High Protein,Yes,121,2.94,High
STU-01525,Average,19,7.61,5.8,1.76,6.27,5.21,9.83,7.5,3.08,10.47,4.05,5.58,6.7,6.83,7.48,8,2,114,4.59,86,5,3,2,5,4,535,3066,1.62,10,2.12,Psychology,Apartment,Single,Car,No,Dorm Room,No,Balanced,No,194,1.6,Moderate
STU-01526,Struggling,21,4.87,3.67,1.76,3.52,5.57,23.54,9.63,2.38,7.59,5.42,8.67,3.6,5.22,7.59,17,4,118,7.59,70,5,1,2,4,4,1921,1402,6.53,5,3.33,Engineering,Apartment,Single,Car,Yes,Home,No,Balanced,No,146,0.82,High
STU-01527,Athlete,17,5.77,3.35,6.57,3.31,5.12,29.83,0.0,1.11,8.68,4.4,4.61,7.83,8.0,6.62,12,2,108,4.08,81,8,3,1,5,4,3331,1484,4.5,7,3.83,Engineering,Dorm,Single,Walk,No,Library,Yes,High Protein,No,110,1.72,High
STU-01528,Topper,24,5.69,8.15,1.6,2.98,4.22,17.6,0.0,0.06,2.69,2.22,5.37,7.72,7.9,8.52,17,1,118,5.5,82,8,1,0,7,4,869,1229,6.85,4,3.13,Computer Science,Apartment,Single,Car,Yes,Dorm Room,Yes,Fast Food,No,126,0.28,Moderate
STU-01529,Athlete,22,6.78,3.94,6.59,2.32,5.33,37.26,0.0,1.34,11.55,4.38,4.17,5.43,6.53,7.61,15,4,108,3.6,86,7,1,1,1,6,3771,1142,5.82,8,2.63,Business,Family Home,Single,Bus,Yes,Library,No,Vegetarian,No,170,3.04,Moderate
STU-01530,Athlete,20,6.09,4.57,7.0,6.26,3.66,36.36,0.0,2.09,14.42,2.24,4.22,6.06,6.91,7.59,21,4,60,5.85,91,6,1,2,7,5,3127,2595,5.21,1,2.81,Computer Science,Apartment,Single,Bus,No,Home,Yes,Balanced,No,133,0.74,High
STU-01531,Social Butterfly,20,5.79,4.75,4.09,4.08,4.35,24.65,2.93,2.14,14.38,2.02,4.1,5.63,6.42,8.53,11,1,116,5.82,83,8,4,3,3,4,2859,1429,5.42,5,2.75,Nursing,Apartment,Single,Car,Yes,Home,No,Fast Food,No,162,0.0,Moderate
STU-01532,Struggling,25,5.32,2.95,0.26,2.36,6.29,10.55,5.9,3.65,9.07,7.21,8.48,4.14,2.97,7.25,10,4,75,7.8,83,7,2,1,5,2,1946,1553,2.93,4,3.25,Nursing,Apartment,Single,Car,No,Cafe,No,Balanced,No,130,0.58,High
STU-01533,Topper,23,7.32,5.94,3.04,3.82,4.32,7.74,0.0,1.16,15.35,3.5,4.68,5.24,6.57,8.38,13,3,87,4.94,91,8,3,4,8,2,1647,2146,0.69,7,2.8,Computer Science,Dorm,Single,Walk,No,Cafe,No,Vegetarian,No,108,3.51,High
STU-01534,Athlete,22,5.07,4.97,7.0,3.71,4.69,30.2,0.0,1.27,9.95,4.18,4.22,8.77,5.58,5.38,18,4,100,3.94,84,7,1,4,5,3,1448,764,6.11,5,3.14,Computer Science,Family Home,In Relationship,Bus,Yes,Dorm Room,Yes,Balanced,Yes,111,0.0,High
STU-01535,Average,22,7.8,5.53,0.21,4.47,2.25,13.5,0.0,1.85,6.62,3.95,6.54,4.85,6.13,2.8,10,5,68,4.82,78,3,1,2,3,5,1243,1592,3.3,8,2.48,Arts,Family Home,Single,Car,No,Library,No,Fast Food,Yes,92,0.0,Low
STU-01536,Average,20,6.78,5.66,2.63,4.01,6.72,26.63,5.15,1.29,16.05,4.03,5.98,6.86,6.22,4.22,14,1,106,3.46,84,7,0,2,6,2,2061,1955,2.15,6,3.09,Business,Dorm,Single,Bus,No,Library,Yes,Balanced,No,101,0.61,Moderate
STU-01537,Athlete,21,6.47,6.05,7.0,3.4,3.21,33.92,0.0,3.37,17.87,2.04,4.24,3.5,5.24,5.15,16,5,146,7.9,88,5,1,1,9,1,3258,947,3.64,1,3.73,Computer Science,Family Home,Single,Bus,No,Cafe,No,Balanced,No,185,0.45,High
STU-01538,Topper,22,8.14,7.09,0.82,3.82,3.9,15.45,0.0,1.39,14.69,3.31,5.69,7.7,7.56,4.85,13,3,84,3.87,86,7,3,2,2,5,2509,2379,2.78,10,3.31,Computer Science,Dorm,In Relationship,Car,No,Dorm Room,No,Balanced,Yes,174,1.91,Low
STU-01539,Average,23,5.61,3.39,2.74,3.16,4.36,17.58,6.3,0.84,5.0,2.39,3.78,6.06,5.94,7.51,11,3,98,3.49,86,7,2,0,4,1,2093,2119,4.02,8,2.85,Business,Dorm,Single,Car,Yes,Cafe,Yes,Vegetarian,Yes,156,5.52,Moderate
STU-01540,Working Student,23,5.33,5.08,1.77,1.42,4.45,20.94,18.44,2.1,12.57,7.69,5.96,4.73,4.02,5.74,13,3,127,8.27,73,8,3,1,7,1,2768,1518,2.14,6,4.0,Nursing,Dorm,Single,Walk,No,Home,No,Balanced,No,93,1.66,High
STU-01541,Topper,23,6.8,6.7,3.69,2.2,4.24,26.47,0.0,1.89,10.71,2.97,5.89,7.38,6.15,5.75,17,1,57,5.76,88,7,0,2,6,1,2027,2232,1.57,6,3.23,Engineering,Dorm,Single,Walk,No,Dorm Room,No,High Protein,Yes,226,5.07,High
STU-01542,Topper,17,6.85,8.39,1.01,1.88,4.31,5.0,0.0,1.41,20.75,3.63,4.79,7.34,5.33,4.72,14,6,132,4.75,88,4,3,2,4,1,200,1691,1.11,7,3.49,Nursing,Apartment,Single,Walk,No,Home,No,Balanced,No,151,2.96,Low
STU-01543,Average,23,6.0,3.53,1.68,5.48,4.8,5.0,7.04,0.24,8.71,3.18,4.29,3.96,6.86,7.05,14,4,47,6.18,87,7,3,3,4,3,599,2080,3.03,5,3.0,Psychology,Apartment,Single,Walk,No,Home,No,Fast Food,No,64,2.15,Moderate
STU-01544,Average,23,8.65,5.67,3.02,3.37,6.17,13.09,4.96,1.13,4.46,3.18,4.42,7.77,4.82,6.03,12,1,107,5.38,100,8,2,2,4,1,507,861,7.44,6,3.47,Biology,Apartment,Single,Bus,Yes,Home,Yes,Balanced,No,112,0.0,Low
STU-01545,Social Butterfly,18,6.3,4.84,2.41,1.83,5.43,14.84,4.52,0.72,19.48,4.57,5.17,6.37,7.93,7.73,19,4,76,6.26,96,7,1,2,6,4,2487,1166,4.03,7,3.39,Nursing,Dorm,Single,Bus,Yes,Home,No,Fast Food,No,142,5.03,Moderate
STU-01546,Topper,20,5.23,8.75,5.48,2.1,6.03,5.0,0.0,0.88,7.3,2.15,5.16,5.57,7.31,6.68,13,5,74,2.06,88,7,2,3,5,2,2427,1925,5.45,6,3.34,Nursing,Family Home,In Relationship,Car,Yes,Cafe,Yes,Balanced,No,187,0.0,High
STU-01547,Social Butterfly,20,6.87,6.87,3.06,5.61,6.69,14.43,5.09,2.83,14.12,2.62,6.22,6.14,6.46,5.51,15,3,78,7.2,80,5,0,2,4,5,692,421,0.42,7,3.72,Business,Family Home,In Relationship,Bike,Yes,Dorm Room,No,Balanced,No,109,5.06,High
STU-01548,Athlete,19,5.09,4.72,4.84,1.6,4.64,22.35,0.0,1.08,14.27,2.66,4.95,5.98,8.55,8.53,14,2,76,2.65,80,8,1,1,7,4,1862,1520,4.06,8,3.35,Engineering,Dorm,Single,Bus,Yes,Library,No,Vegetarian,No,212,0.0,Moderate
STU-01549,Average,22,5.98,2.92,3.56,3.7,7.84,28.46,0.82,2.21,11.58,4.29,4.73,6.37,7.18,7.27,17,8,78,7.85,86,6,2,3,3,1,2556,1759,3.36,4,3.4,Nursing,Family Home,In Relationship,Walk,No,Cafe,No,Balanced,No,92,2.15,High
STU-01550,Average,17,6.4,8.08,1.31,6.56,6.21,26.28,2.57,2.48,23.43,5.24,6.0,6.13,5.09,6.46,16,3,91,5.55,98,7,2,0,6,5,2379,2098,2.64,6,4.0,Engineering,Apartment,Single,Walk,Yes,Dorm Room,No,High Protein,No,85,5.07,High
STU-01551,Average,20,8.17,7.26,4.15,5.87,4.55,25.15,0.0,1.31,3.3,4.41,5.6,7.05,6.79,7.8,12,1,141,4.93,84,9,2,0,9,2,3558,1933,6.96,8,3.05,Psychology,Family Home,In Relationship,Bike,No,Library,Yes,Fast Food,No,98,2.24,Low
STU-01552,Struggling,18,4.0,3.09,2.31,2.02,5.12,24.5,11.8,3.98,8.2,7.52,9.02,3.41,2.52,4.07,18,4,120,8.03,70,6,1,2,4,3,2451,1773,7.73,5,3.06,Computer Science,Family Home,Single,Car,No,Home,Yes,High Protein,Yes,82,0.0,High
STU-01553,Topper,19,6.67,8.08,1.48,3.04,3.71,5.56,0.0,0.47,15.72,2.8,2.75,8.4,10.0,6.53,13,2,66,7.77,89,8,4,3,7,1,2743,1424,8.41,5,2.67,Arts,Family Home,Single,Bike,Yes,Home,Yes,Vegetarian,Yes,143,0.0,Moderate
STU-01554,Social Butterfly,23,6.73,6.12,2.33,5.23,4.99,25.31,4.59,1.62,1.59,2.64,7.87,5.95,4.97,6.36,10,2,97,6.24,87,9,1,0,3,2,2038,1452,4.99,6,3.68,Arts,Dorm,Single,Car,Yes,Cafe,No,Vegetarian,Yes,90,3.46,High
STU-01555,Average,22,6.68,5.38,3.5,4.17,5.41,9.88,3.58,2.53,25.59,3.78,4.6,5.65,4.0,7.16,14,2,87,6.5,85,5,4,2,2,3,200,1829,10.8,8,3.15,Arts,Apartment,In Relationship,Walk,No,Dorm Room,No,High Protein,No,160,5.76,High
STU-01556,Struggling,23,5.71,2.43,1.33,2.64,9.28,44.95,12.6,2.84,7.46,7.89,8.99,2.55,3.91,5.36,18,6,55,7.08,68,4,4,2,7,3,2223,689,2.31,4,2.37,Computer Science,Dorm,Single,Bus,Yes,Library,Yes,Balanced,No,191,2.05,High
STU-01557,Athlete,19,6.66,4.03,6.41,3.66,4.67,34.28,0.0,1.25,14.78,5.51,4.92,4.61,4.59,6.44,11,1,83,4.66,96,6,2,2,4,2,3754,908,5.42,5,3.26,Biology,Dorm,Single,Bus,No,Dorm Room,No,Balanced,No,163,0.1,Moderate
STU-01558,Average,18,6.0,7.28,3.51,4.77,5.4,33.13,3.62,2.44,0.0,3.32,5.23,5.37,6.76,6.03,14,2,80,2.89,82,4,4,3,6,1,2554,1133,5.11,6,2.51,Business,Family Home,In Relationship,Car,No,Dorm Room,No,High Protein,No,76,1.14,High
STU-01559,Athlete,22,4.68,3.07,7.0,3.19,4.45,31.33,0.0,1.78,6.84,1.17,3.62,7.79,7.42,6.86,10,4,95,3.28,86,7,1,0,4,4,200,1550,2.65,7,2.35,Business,Apartment,Single,Bus,No,Library,No,Balanced,No,188,4.91,High
STU-01560,Topper,22,5.59,6.58,0.44,2.04,2.72,21.11,0.0,1.85,10.26,1.58,6.5,6.39,5.64,8.36,16,5,102,4.49,98,8,2,3,4,1,1900,2948,6.79,7,2.75,Arts,Family Home,Single,Bus,No,Cafe,No,Vegetarian,No,148,0.14,Moderate
STU-01561,Athlete,20,6.29,5.3,7.0,2.21,5.93,30.78,0.0,2.52,12.66,1.88,5.53,4.74,6.58,5.83,13,1,88,4.34,82,6,0,3,4,8,2063,1868,3.47,8,2.99,Business,Dorm,In Relationship,Walk,No,Library,Yes,Balanced,No,117,3.57,Moderate
